Common Name,Latitude,Longitude,Status,Primary ID
Deodar Cedar,40.3398331,-74.6354726,Alive,4737
Deodar Cedar,40.3398607,-74.63551149,Alive,4735
Deodar Cedar,40.33988933,-74.63555843,Alive,4733
Deodar Cedar,40.33990364,-74.63557452,Alive,4732
Deodar Cedar,40.33991999,-74.63559598,Alive,4731
Deodar Cedar,40.33993686,-74.63561878,Alive,4730
Deodar Cedar,40.33995373,-74.6356456,Alive,4690
Deodar Cedar,40.33993635,-74.63534117,Alive,4677
Deodar Cedar,40.33994657,-74.63536531,Alive,4676
Deodar Cedar,40.33996395,-74.63538677,Alive,4675
Deodar Cedar,40.33998133,-74.63540822,Alive,4674
Deodar Cedar,40.33999564,-74.63542968,Alive,4673
Deodar Cedar,40.34001097,-74.63545248,Alive,4672
Deodar Cedar,40.34763952,-74.65740824,Alive,3475
Deodar Cedar,40.34429367,-74.65655449,Alive,3146
Deodar Cedar,40.34394873,-74.65607343,Alive,2554
Deodar Cedar,40.34801966,-74.66097657,Alive,2420
Deodar Cedar,40.34422685,-74.65616755,Alive,2337
Deodar Cedar,40.34589724,-74.65589428,Alive,2093
Deodar Cedar,40.34460118,-74.65493638,Alive,1970
Deodar Cedar,40.34438976,-74.65541466,Stump,1142
Deodar Cedar,40.34889561,-74.65874174,Alive,807
Deodar Cedar,40.34975678,-74.65799731,Removed,742
Deodar Cedar,40.34974106,-74.65814092,Removed,741
Deodar Cedar,40.34899239,-74.65796276,Alive,503
Deodar Cedar,40.34697371,-74.65702766,Alive,401
Deodar Cedar,40.34376184,-74.65618169,Alive,209
Deodar Cedar,40.34451143,-74.65534864,Alive,202
Douglas Fir,40.34696319,-74.64538202,Alive,9241
Douglas Fir,40.34699232,-74.64539677,Alive,9240
Douglas Fir,40.34979845,-74.6486,Alive,7777
Douglas Fir,40.35095031,-74.64913107,Alive,7728
Douglas Fir,40.35097535,-74.64915119,Alive,7727
Douglas Fir,40.35112508,-74.64923568,Alive,7705
Douglas Fir,40.3513489,-74.64941405,Alive,7675
Douglas Fir,40.35140818,-74.64947172,Alive,7670
Douglas Fir,40.35148637,-74.64952402,Alive,7656
Douglas Fir,40.35131109,-74.65085842,Alive,7613
Douglas Fir,40.35126969,-74.6510046,Alive,7612
Douglas Fir,40.35039738,-74.64892186,Alive,7507
Douglas Fir,40.35083533,-74.64918002,Alive,7503
Douglas Fir,40.35086037,-74.64924306,Alive,7502
Douglas Fir,40.35080569,-74.64929268,Alive,7501
Douglas Fir,40.35085015,-74.64936644,Alive,7500
Douglas Fir,40.35101572,-74.64939594,Alive,7486
Douglas Fir,40.34165927,-74.66461346,Alive,7473
Douglas Fir,40.34255316,-74.66430567,Alive,7462
Douglas Fir,40.34276169,-74.66411389,Alive,7458
Douglas Fir,40.34280973,-74.66403343,Alive,7454
Douglas Fir,40.33991079,-74.66695905,Alive,7373
Douglas Fir,40.33999104,-74.66700196,Alive,7372
Douglas Fir,40.34007537,-74.66703817,Alive,7367
Douglas Fir,40.34010859,-74.66704622,Alive,7366
Douglas Fir,40.34237019,-74.66175824,Alive,7341
Douglas Fir,40.34157391,-74.66114134,Alive,7313
Douglas Fir,40.34886683,-74.66471672,Alive,7148
Douglas Fir,40.34922763,-74.66493398,Alive,7131
Douglas Fir,40.34937889,-74.66498695,Alive,7120
Douglas Fir,40.34954702,-74.66513984,Alive,7114
Douglas Fir,40.34970902,-74.66521896,Alive,7109
Douglas Fir,40.34980152,-74.66493331,Alive,7099
Douglas Fir,40.34139196,-74.66658153,Alive,7056
Douglas Fir,40.34151667,-74.66640919,Alive,7043
Douglas Fir,40.3411313,-74.66716155,Alive,7029
Douglas Fir,40.34062481,-74.66741234,Alive,6528
Douglas Fir,40.34033297,-74.66728896,Alive,6523
Douglas Fir,40.34028032,-74.66715686,Alive,6515
Douglas Fir,40.34024914,-74.66719039,Alive,6514
Douglas Fir,40.34016635,-74.66681086,Stump,6496
Douglas Fir,40.34134188,-74.6657487,Alive,6450
Douglas Fir,40.3412923,-74.66576748,Alive,6449
Douglas Fir,40.34126215,-74.66576345,Alive,6448
Douglas Fir,40.34120746,-74.66576882,Alive,6445
Douglas Fir,40.34072549,-74.66559246,Alive,6426
Douglas Fir,40.34068154,-74.66567829,Alive,6424
Douglas Fir,40.34012035,-74.6665661,Alive,6384
Douglas Fir,40.33985866,-74.66643132,Alive,6360
Douglas Fir,40.33989444,-74.66629453,Alive,6356
Douglas Fir,40.34208552,-74.66454841,Alive,5814
Douglas Fir,40.34201856,-74.66457523,Alive,5813
Douglas Fir,40.34190919,-74.66462083,Alive,5811
Douglas Fir,40.34187699,-74.66463558,Alive,5810
Douglas Fir,40.33841323,-74.66501579,Alive,5792
Douglas Fir,40.33808101,-74.66532089,Alive,5640
Douglas Fir,40.33814592,-74.6653752,Alive,5639
Douglas Fir,40.34200068,-74.66518946,Alive,5627
Douglas Fir,40.34867569,-74.63603024,Alive,3578
Douglas Fir,40.34859289,-74.63515291,Alive,3063
Douglas Fir,40.34849851,-74.63532598,Alive,3062
Douglas Fir,40.34907667,-74.63578552,Alive,2993
Douglas Fir,40.34845564,-74.63949575,Alive,2951
Douglas Fir,40.34842686,-74.6354876,Alive,2950
Douglas Fir,40.34841652,-74.63552407,Alive,2949
Douglas Fir,40.3478857,-74.63841926,Alive,2902
Douglas Fir,40.34844711,-74.63562539,Alive,2819
Douglas Fir,40.34157695,-74.65302101,Alive,2811
Douglas Fir,40.34750849,-74.6377025,Alive,2632
Douglas Fir,40.34877558,-74.63518532,Alive,2606
Douglas Fir,40.34841783,-74.63553463,Alive,2605
Douglas Fir,40.34843879,-74.63558791,Alive,2604
Douglas Fir,40.34777059,-74.63840417,Alive,2602
Douglas Fir,40.34766072,-74.63715633,Alive,2594
Douglas Fir,40.34879053,-74.63464745,Alive,2448
Douglas Fir,40.34876986,-74.63475226,Alive,2447
Douglas Fir,40.34846366,-74.63535951,Alive,2396
Douglas Fir,40.34809616,-74.64085185,Alive,2240
Douglas Fir,40.34806634,-74.6365248,Alive,2220
Douglas Fir,40.34428996,-74.6597217,Alive,2184
Douglas Fir,40.34850286,-74.64037557,Alive,2114
Douglas Fir,40.34839757,-74.63545871,Alive,1890
Douglas Fir,40.34866527,-74.63485867,Alive,1083
Douglas Fir,40.34853621,-74.6352474,Alive,1080
Douglas Fir,40.34850064,-74.63965328,Alive,1059
Douglas Fir,40.34873745,-74.63598239,Alive,1032
Douglas Fir,40.34425942,-74.65967222,Alive,689
Douglas Fir,40.34431978,-74.65975456,Alive,681
Douglas Fir,40.34776127,-74.63742294,Alive,300
Dove Tree,40.34971982,-74.65863285,Alive,3451
Eastern Arborvitae,40.34313273,-74.65728298,Alive,9402
Eastern Arborvitae,40.34314193,-74.65728834,Alive,9401
Eastern Arborvitae,40.34315113,-74.65729505,Alive,9400
Eastern Arborvitae,40.34314704,-74.65730712,Alive,9399
Eastern Arborvitae,40.343145,-74.65732053,Alive,9398
Eastern Arborvitae,40.34313989,-74.65733528,Alive,9397
Eastern Arborvitae,40.3431358,-74.65735003,Alive,9396
Eastern Arborvitae,40.34766741,-74.64511849,Alive,9229
Eastern Arborvitae,40.34749212,-74.64495957,Alive,9217
Eastern Arborvitae,40.34654821,-74.65323888,Alive,9138
Eastern Arborvitae,40.34653543,-74.65327241,Alive,9137
Eastern Arborvitae,40.3465247,-74.65323217,Alive,9136
Eastern Arborvitae,40.3465109,-74.65326972,Alive,9135
Eastern Arborvitae,40.34663202,-74.65328984,Alive,9090
Eastern Arborvitae,40.34662129,-74.65326972,Alive,9089
Eastern Arborvitae,40.34659625,-74.65328582,Alive,9088
Eastern Arborvitae,40.34756572,-74.64988746,Alive,8546
Eastern Arborvitae,40.34057472,-74.63634565,Alive,8027
Eastern Arborvitae,40.34761069,-74.65463296,Alive,7996
Eastern Arborvitae,40.34766384,-74.65424404,Alive,7982
Eastern Arborvitae,40.34761733,-74.6542038,Alive,7981
Eastern Arborvitae,40.3476342,-74.65421319,Alive,7980
Eastern Arborvitae,40.34761529,-74.65419441,Alive,7979
Eastern Arborvitae,40.34916323,-74.64866705,Alive,7847
Eastern Arborvitae,40.34920156,-74.64869924,Alive,7846
Eastern Arborvitae,40.34923989,-74.64870729,Alive,7845
Eastern Arborvitae,40.34924704,-74.64864962,Alive,7844
Eastern Arborvitae,40.35009383,-74.64874886,Alive,7758
Eastern Arborvitae,40.35092731,-74.64911498,Alive,7729
Eastern Arborvitae,40.3511726,-74.64936845,Alive,7698
Eastern Arborvitae,40.3512559,-74.64925714,Alive,7696
Eastern Arborvitae,40.35127327,-74.64946367,Alive,7688
Eastern Arborvitae,40.35130853,-74.64947037,Alive,7683
Eastern Arborvitae,40.35104996,-74.6518106,Alive,7624
Eastern Arborvitae,40.35105047,-74.65178244,Alive,7623
Eastern Arborvitae,40.35106222,-74.65175427,Alive,7622
Eastern Arborvitae,40.35109646,-74.65164833,Alive,7621
Eastern Arborvitae,40.35111077,-74.65159066,Alive,7619
Eastern Arborvitae,40.35111332,-74.65154372,Alive,7618
Eastern Arborvitae,40.35030641,-74.64910559,Alive,7532
Eastern Arborvitae,40.35031715,-74.64911096,Alive,7531
Eastern Arborvitae,40.35033094,-74.64912571,Alive,7530
Eastern Arborvitae,40.35034474,-74.64913242,Alive,7529
Eastern Arborvitae,40.35035343,-74.64914851,Alive,7528
Eastern Arborvitae,40.35121961,-74.64925446,Alive,7494
Eastern Arborvitae,40.35132642,-74.64934297,Alive,7491
Eastern Arborvitae,40.34274584,-74.66175221,Alive,7358
Eastern Arborvitae,40.34277089,-74.66168918,Alive,7357
Eastern Arborvitae,40.34280922,-74.66173075,Alive,7356
Eastern Arborvitae,40.34278622,-74.66176428,Alive,7355
Eastern Arborvitae,40.34278213,-74.66178104,Alive,7354
Eastern Arborvitae,40.34279235,-74.66198891,Alive,7348
Eastern Arborvitae,40.3491479,-74.66382891,Alive,7215
Eastern Arborvitae,40.34912388,-74.66382891,Alive,7214
Eastern Arborvitae,40.34902577,-74.66374978,Alive,7211
Eastern Arborvitae,40.34945759,-74.65242617,Alive,6920
Eastern Arborvitae,40.34948263,-74.65244628,Alive,6919
Eastern Arborvitae,40.34946781,-74.65248115,Alive,6918
Eastern Arborvitae,40.34946168,-74.65251468,Alive,6917
Eastern Arborvitae,40.3494535,-74.65254687,Alive,6916
Eastern Arborvitae,40.34945044,-74.65256698,Alive,6915
Eastern Arborvitae,40.34944635,-74.6525871,Alive,6914
Eastern Arborvitae,40.34944328,-74.65259917,Alive,6913
Eastern Arborvitae,40.34944124,-74.65261526,Alive,6912
Eastern Arborvitae,40.34943204,-74.65263136,Alive,6911
Eastern Arborvitae,40.34942795,-74.65264209,Alive,6910
Eastern Arborvitae,40.34942693,-74.65265952,Alive,6909
Eastern Arborvitae,40.34941671,-74.652685,Alive,6908
Eastern Arborvitae,40.34941466,-74.65269975,Alive,6907
Eastern Arborvitae,40.34940955,-74.65272121,Alive,6906
Eastern Arborvitae,40.34939933,-74.65273194,Alive,6905
Eastern Arborvitae,40.34940036,-74.65273999,Alive,6904
Eastern Arborvitae,40.34939269,-74.65277351,Dead,6903
Eastern Arborvitae,40.34938809,-74.652799,Alive,6902
Eastern Arborvitae,40.34937736,-74.6528285,Alive,6901
Eastern Arborvitae,40.34937072,-74.65285935,Alive,6900
Eastern Arborvitae,40.34926595,-74.65283252,Alive,6899
Eastern Arborvitae,40.34924909,-74.6528285,Alive,6898
Eastern Arborvitae,40.34923222,-74.65281643,Alive,6897
Eastern Arborvitae,40.34920616,-74.65280302,Alive,6896
Eastern Arborvitae,40.34918725,-74.65279631,Alive,6895
Eastern Arborvitae,40.33434359,-74.65577692,Alive,6201
Eastern Arborvitae,40.33431445,-74.65579301,Alive,6200
Eastern Arborvitae,40.33427203,-74.65581313,Alive,6199
Eastern Arborvitae,40.33424289,-74.65583324,Alive,6198
Eastern Arborvitae,40.33421171,-74.65585202,Alive,6197
Eastern Arborvitae,40.33417542,-74.65587214,Alive,6196
Eastern Arborvitae,40.33413862,-74.65589628,Alive,6195
Eastern Arborvitae,40.33411766,-74.65592176,Alive,6194
Eastern Arborvitae,40.33395767,-74.65603575,Alive,6185
Eastern Arborvitae,40.3404449,-74.66575876,Alive,6147
Eastern Arborvitae,40.34040861,-74.66574401,Alive,6146
Eastern Arborvitae,40.34042956,-74.66580436,Alive,6145
Eastern Arborvitae,40.34040043,-74.66578558,Alive,6144
Eastern Arborvitae,40.34039379,-74.66588214,Alive,6143
Eastern Arborvitae,40.34036568,-74.665858,Alive,6142
Eastern Arborvitae,40.3338948,-74.65609074,Alive,6079
Eastern Arborvitae,40.33387231,-74.65611488,Alive,6077
Eastern Arborvitae,40.33382733,-74.65612158,Alive,6075
Eastern Arborvitae,40.33377928,-74.65616852,Alive,6073
Eastern Arborvitae,40.33371947,-74.65620607,Alive,6071
Eastern Arborvitae,40.33367705,-74.65619266,Alive,6070
Eastern Arborvitae,40.33364996,-74.65618059,Alive,6069
Eastern Arborvitae,40.33912266,-74.63537604,Alive,5213
Eastern Arborvitae,40.33913595,-74.63539481,Alive,5212
Eastern Arborvitae,40.33915128,-74.63541493,Alive,5211
Eastern Arborvitae,40.33916457,-74.63543639,Alive,5210
Eastern Arborvitae,40.33917786,-74.6354565,Alive,5209
Eastern Arborvitae,40.33919422,-74.63548064,Alive,5208
Eastern Arborvitae,40.3392116,-74.63550478,Alive,5207
Eastern Arborvitae,40.33923102,-74.6355316,Alive,5206
Eastern Arborvitae,40.33925044,-74.63555574,Alive,5205
Eastern Arborvitae,40.33927191,-74.63558123,Alive,5204
Eastern Arborvitae,40.33929337,-74.63561073,Alive,5203
Eastern Arborvitae,40.33931688,-74.63564292,Alive,5202
Eastern Arborvitae,40.33934346,-74.63567242,Alive,5201
Eastern Arborvitae,40.34671877,-74.6565165,Alive,3283
Eastern Arborvitae,40.34451951,-74.65591686,Alive,3168
Eastern Arborvitae,40.34450587,-74.65589461,Alive,3167
Eastern Arborvitae,40.34460091,-74.65589643,Alive,2847
Eastern Arborvitae,40.34677074,-74.65658031,Alive,2578
Eastern Arborvitae,40.34455997,-74.65587028,Alive,2538
Eastern Arborvitae,40.34458435,-74.65587483,Alive,2537
Eastern Arborvitae,40.34454543,-74.65591469,Alive,2400
Eastern Arborvitae,40.34457875,-74.65595276,Alive,2338
Eastern Arborvitae,40.34811471,-74.64079328,Alive,2319
Eastern Arborvitae,40.3487597,-74.63992576,Alive,2164
Eastern Arborvitae,40.34874302,-74.64004208,Alive,2001
Eastern Arborvitae,40.349794,-74.63769392,Alive,1387
Eastern Arborvitae,40.34715599,-74.6400374,Alive,1079
Eastern Arborvitae,40.34677856,-74.65653401,Alive,653
Eastern Arborvitae,40.34671539,-74.65656137,Alive,381
Eastern Arborvitae,40.34654718,-74.65646544,Alive,238
Eastern Arborvitae,40.34654048,-74.65650596,Alive,237
Eastern Redbud,40.35048783,-74.65749353,Alive,9430
Eastern Redbud,40.34040452,-74.63628262,Alive,9360
Eastern Redbud,40.34041679,-74.63628799,Alive,9359
Eastern Redbud,40.34614805,-74.65925239,Alive,9346
Eastern Redbud,40.3461782,-74.65916656,Alive,9345
Eastern Redbud,40.34837163,-74.64821309,Alive,8578
Eastern Redbud,40.34161736,-74.66087446,Alive,7318
Eastern Redbud,40.34159538,-74.66086909,Alive,7317
Eastern Redbud,40.3427898,-74.66107026,Alive,7244
Eastern Redbud,40.34914841,-74.6648629,Alive,7134
Eastern Redbud,40.3409284,-74.66663517,Alive,6457
Eastern Redbud,40.33456798,-74.6564877,Alive,6296
Eastern Redbud,40.3345961,-74.65653062,Alive,6295
Eastern Redbud,40.3346191,-74.65658024,Alive,6294
Eastern Redbud,40.33333968,-74.6575579,Alive,6164
Eastern Redbud,40.3333816,-74.65753913,Alive,6163
Eastern Redbud,40.33340511,-74.65754449,Alive,6162
Eastern Redbud,40.33342045,-74.65756729,Alive,6161
Eastern Redbud,40.34003601,-74.66522835,Alive,5767
Eastern Redbud,40.34003346,-74.63395312,Alive,5530
Eastern Redbud,40.34001915,-74.63393033,Alive,5529
Eastern Redbud,40.34000381,-74.63390753,Alive,5528
Eastern Redbud,40.33998644,-74.63388473,Alive,5527
Eastern Redbud,40.3399711,-74.63386327,Alive,5526
Eastern Redbud,40.33994759,-74.63389009,Alive,5525
Eastern Redbud,40.33996497,-74.63391557,Alive,5524
Eastern Redbud,40.3399803,-74.63393971,Alive,5523
Eastern Redbud,40.33999666,-74.63396117,Alive,5522
Eastern Redbud,40.34001199,-74.63398531,Alive,5521
Eastern Redbud,40.34002937,-74.63401079,Alive,5520
Eastern Redbud,40.3400447,-74.63403359,Alive,5519
Eastern Redbud,40.34007741,-74.63408053,Alive,5518
Eastern Redbud,40.34006004,-74.63405505,Alive,5517
Eastern Redbud,40.34009377,-74.63410065,Alive,5516
Eastern Redbud,40.33995884,-74.63542968,Alive,4680
Eastern Redbud,40.34033808,-74.63469476,Alive,4484
Eastern Redbud,40.34034728,-74.63471219,Alive,4483
Eastern Redbud,40.34036057,-74.63473365,Alive,4482
Eastern Redbud,40.34037385,-74.63475376,Alive,4481
Eastern Redbud,40.34041781,-74.63472292,Alive,4433
Eastern Redbud,40.34040759,-74.6347028,Alive,4432
Eastern Redbud,40.34039736,-74.63468671,Alive,4431
Eastern Redbud,40.34038817,-74.63467196,Alive,4430
Eastern Redbud,40.3403759,-74.63465586,Alive,4429
Eastern Redbud,40.34656354,-74.65753242,Alive,4385
Eastern Redbud,40.34648893,-74.65749219,Alive,4384
Eastern Redbud,40.34654719,-74.65748146,Alive,4383
Eastern Redbud,40.34325154,-74.6584265,Alive,4319
Eastern Redbud,40.34739975,-74.65953441,Alive,3921
Eastern Redbud,40.347388,-74.65958805,Alive,3920
Eastern Redbud,40.34740333,-74.65958537,Alive,3919
Eastern Redbud,40.3481737,-74.65715674,Alive,3898
Eastern Redbud,40.34905462,-74.6584347,Alive,3881
Eastern Redbud,40.34596348,-74.6557745,Alive,3775
Eastern Redbud,40.34593435,-74.6557745,Alive,3774
Eastern Redbud,40.34355357,-74.65705284,Alive,3606
Eastern Redbud,40.34804045,-74.65713202,Alive,3567
Eastern Redbud,40.34804355,-74.65710282,Alive,3566
Eastern Redbud,40.34843139,-74.66221366,Removed,3414
Eastern Redbud,40.34847469,-74.66183023,Alive,3413
Eastern Redbud,40.34812739,-74.66149346,Alive,3172
Eastern Redbud,40.34316645,-74.65826054,Alive,2965
Eastern Redbud,40.3431589,-74.65828481,Alive,2964
Eastern Redbud,40.34353301,-74.65702478,Alive,2944
Eastern Redbud,40.34141341,-74.65297379,Alive,2912
Eastern Redbud,40.34141434,-74.65295483,Alive,2911
Eastern Redbud,40.34614142,-74.65541682,Alive,2810
Eastern Redbud,40.34624711,-74.65615105,Alive,2787
Eastern Redbud,40.34332378,-74.65658811,Alive,2753
Eastern Redbud,40.34284426,-74.65659176,Alive,2713
Eastern Redbud,40.34289709,-74.65722138,Alive,2705
Eastern Redbud,40.34160439,-74.65421884,Alive,2613
Eastern Redbud,40.34553564,-74.6578077,Alive,2510
Eastern Redbud,40.34803568,-74.65709383,Alive,2444
Eastern Redbud,40.3480889,-74.65699007,Alive,2442
Eastern Redbud,40.3481013,-74.65692009,Alive,2440
Eastern Redbud,40.34816891,-74.65671493,Alive,2438
Eastern Redbud,40.34818418,-74.65666009,Alive,2437
Eastern Redbud,40.34510272,-74.65622318,Alive,2379
Eastern Redbud,40.34507736,-74.65620469,Alive,2378
Eastern Redbud,40.34769086,-74.65734006,Alive,2370
Eastern Redbud,40.34823369,-74.65645015,Alive,2366
Eastern Redbud,40.34826025,-74.65633996,Alive,2365
Eastern Redbud,40.34596757,-74.65581742,Alive,2353
Eastern Redbud,40.34305895,-74.65656391,Alive,2293
Eastern Redbud,40.34624029,-74.65613522,Alive,2254
Eastern Redbud,40.34625532,-74.65613555,Alive,2253
Eastern Redbud,40.34631339,-74.656076,Alive,2210
Eastern Redbud,40.34815436,-74.65680148,Removed,2198
Eastern Redbud,40.34820895,-74.6565466,Removed,2111
Eastern Redbud,40.34248626,-74.6565251,Alive,2086
Eastern Redbud,40.34806956,-74.6616405,Alive,1981
Eastern Redbud,40.34670964,-74.65693456,Alive,1956
Eastern Redbud,40.34342866,-74.65780294,Alive,1697
Eastern Redbud,40.34228824,-74.65458485,Alive,1631
Eastern Redbud,40.34160698,-74.65418365,Alive,1622
Eastern Redbud,40.34161931,-74.65423666,Alive,1621
Eastern Redbud,40.34204441,-74.65445727,Alive,1620
Eastern Redbud,40.34357421,-74.65553978,Alive,1582
Eastern Redbud,40.34358123,-74.65549053,Alive,1581
Eastern Redbud,40.34290617,-74.65654643,Alive,1373
Eastern Redbud,40.34333979,-74.65658396,Alive,1351
Eastern Redbud,40.34290432,-74.65649282,Alive,1350
Eastern Redbud,40.34292309,-74.65643697,Alive,1349
Eastern Redbud,40.34291189,-74.65641406,Alive,1348
Eastern Redbud,40.34289474,-74.65641581,Alive,1347
Eastern Redbud,40.34288147,-74.65639658,Alive,1344
Eastern Redbud,40.34289628,-74.65638233,Alive,1343
Eastern Redbud,40.34292407,-74.65638483,Alive,1342
Eastern Redbud,40.34296961,-74.65702702,Alive,1279
Eastern Redbud,40.34287124,-74.65664443,Alive,1262
Eastern Redbud,40.3428709,-74.65666367,Alive,1261
Eastern Redbud,40.34281132,-74.65668862,Alive,1260
Eastern Redbud,40.34295147,-74.6567068,Alive,1247
Eastern Redbud,40.34295766,-74.65669278,Alive,1246
Eastern Redbud,40.34296914,-74.65669262,Alive,1245
Eastern Redbud,40.34296472,-74.65668431,Alive,1244
Eastern Redbud,40.34299807,-74.65676376,Alive,1239
Eastern Redbud,40.34345355,-74.65776372,Alive,1222
Eastern Redbud,40.3431879,-74.65826558,Alive,1215
Eastern Redbud,40.3431749,-74.65827498,Alive,1214
Eastern Redbud,40.34158442,-74.6544386,Alive,1132
Eastern Redbud,40.34157242,-74.65442691,Alive,1131
Eastern Redbud,40.34333864,-74.65764619,Alive,1117
Eastern Redbud,40.34469054,-74.65612607,Alive,914
Eastern Redbud,40.34445509,-74.65694629,Alive,913
Eastern Redbud,40.34637388,-74.65612463,Alive,814
Eastern Redbud,40.34808628,-74.66168849,Alive,368
Eastern Redbud,40.34777009,-74.65720883,Alive,255
Eastern Redbud,40.3480128,-74.65706086,Alive,254
Eastern Redbud,40.34811148,-74.66169579,Alive,156
Eastern Redbud,40.34811754,-74.66149397,Alive,89
Eastern Redbud,40.34815253,-74.66154079,Alive,88
Eastern Redcedar,40.34700765,-74.65292305,Alive,9076
Eastern Redcedar,40.34702553,-74.65294048,Alive,9075
Eastern Redcedar,40.34700356,-74.65297267,Alive,9074
Eastern Redcedar,40.34699487,-74.65295926,Alive,9073
Eastern Redcedar,40.34701276,-74.6529673,Alive,9072
Eastern Redcedar,40.34760302,-74.64949049,Alive,8549
Eastern Redcedar,40.34759433,-74.64951061,Alive,8548
Eastern Redcedar,40.34567174,-74.64609146,Alive,7873
Eastern Redcedar,40.34542848,-74.64593388,Alive,7867
Eastern Redcedar,40.34534926,-74.6458789,Alive,7866
Eastern Redcedar,40.34599167,-74.64550272,Alive,7859
Eastern Redcedar,40.34562728,-74.64527473,Alive,7850
Eastern Redcedar,40.34270087,-74.66193795,Alive,7347
Eastern Redcedar,40.34263085,-74.66193259,Alive,7346
Eastern Redcedar,40.34942846,-74.66400325,Alive,7239
Eastern Redcedar,40.34945095,-74.66405556,Alive,7236
Eastern Redcedar,40.34944533,-74.66405421,Alive,7235
Eastern Redcedar,40.34944533,-74.66404617,Alive,7234
Eastern Redcedar,40.3494162,-74.66404617,Alive,7233
Eastern Redcedar,40.34934312,-74.66397643,Alive,7228
Eastern Redcedar,40.34931757,-74.66394156,Alive,7226
Eastern Redcedar,40.34835119,-74.66358215,Alive,7174
Eastern Redcedar,40.34930173,-74.66408171,Alive,7168
Eastern Redcedar,40.34905081,-74.65361774,Alive,6863
Eastern Redcedar,40.3405829,-74.66569975,Alive,6410
Eastern Redcedar,40.34055172,-74.66582179,Alive,6405
Eastern Redcedar,40.34055683,-74.66586202,Alive,6403
Eastern Redcedar,40.34053587,-74.66586873,Alive,6402
Eastern Redcedar,40.3405415,-74.66589019,Alive,6401
Eastern Redcedar,40.34052361,-74.66590896,Alive,6400
Eastern Redcedar,40.34051696,-74.66593847,Alive,6399
Eastern Redcedar,40.34046483,-74.6661289,Alive,6391
Eastern Redcedar,40.3404541,-74.66616109,Alive,6390
Eastern Redcedar,40.34043928,-74.66619462,Alive,6389
Eastern Redcedar,40.33365865,-74.65843365,Alive,6341
Eastern Redcedar,40.33355233,-74.65854228,Alive,6338
Eastern Redcedar,40.33371743,-74.65836793,Alive,6204
Eastern Redcedar,40.34005595,-74.66529138,Alive,5772
Eastern Redcedar,40.34149316,-74.66600418,Alive,5709
Eastern Redcedar,40.33970022,-74.63456869,Alive,5411
Eastern Redcedar,40.33962764,-74.6344614,Alive,5410
Eastern Redcedar,40.33964502,-74.63448554,Alive,5409
Eastern Redcedar,40.33965933,-74.63451102,Alive,5408
Eastern Redcedar,40.33960924,-74.63443726,Alive,5407
Eastern Redcedar,40.33959288,-74.63441446,Alive,5406
Eastern Redcedar,40.33957653,-74.63439167,Alive,5405
Eastern Redcedar,40.34044081,-74.6370551,Alive,4923
Eastern Redcedar,40.3404633,-74.63707924,Alive,4922
Eastern Redcedar,40.34048374,-74.63710606,Alive,4921
Eastern Redcedar,40.34050623,-74.63713288,Alive,4920
Eastern Redcedar,40.34053485,-74.63716239,Alive,4919
Eastern Redcedar,40.34056143,-74.63718921,Alive,4918
Eastern Redcedar,40.3405001,-74.63706046,Alive,4917
Eastern Redcedar,40.34052667,-74.63708997,Alive,4916
Eastern Redcedar,40.34055325,-74.63711947,Alive,4915
Eastern Redcedar,40.34057778,-74.63714898,Alive,4914
Eastern Redcedar,40.34028492,-74.63504344,Alive,4566
Eastern Redcedar,40.34029719,-74.63505954,Alive,4565
Eastern Redcedar,40.33967364,-74.63453114,Alive,4369
Eastern Redcedar,40.33956324,-74.63436887,Alive,4368
Eastern Redcedar,40.33968693,-74.63454857,Alive,4366
Eastern Redcedar,40.34098296,-74.65819661,Removed,3646
Eastern Redcedar,40.34786837,-74.63757223,Alive,3533
Eastern Redcedar,40.34959869,-74.63761342,Alive,3515
Eastern Redcedar,40.34864036,-74.63649339,Alive,3443
Eastern Redcedar,40.34645738,-74.65634046,Alive,3271
Eastern Redcedar,40.34955201,-74.63763384,Alive,3207
Eastern Redcedar,40.34958636,-74.6376384,Alive,3206
Eastern Redcedar,40.3412384,-74.65831048,Removed,3078
Eastern Redcedar,40.34895479,-74.63909,Alive,2934
Eastern Redcedar,40.34924912,-74.63559876,Alive,2640
Eastern Redcedar,40.34782774,-74.63774819,Alive,2636
Eastern Redcedar,40.34776765,-74.63780049,Alive,2635
Eastern Redcedar,40.34193709,-74.65866101,Removed,2569
Eastern Redcedar,40.3489118,-74.63955003,Alive,2518
Eastern Redcedar,40.34924445,-74.65805268,Alive,2412
Eastern Redcedar,40.34804777,-74.63927736,Alive,2316
Eastern Redcedar,40.34949081,-74.63851388,Alive,2215
Eastern Redcedar,40.34945391,-74.63848988,Alive,2214
Eastern Redcedar,40.34937412,-74.63725154,Alive,2149
Eastern Redcedar,40.34145346,-74.65842247,Removed,2057
Eastern Redcedar,40.34936402,-74.63728817,Alive,1827
Eastern Redcedar,40.34186131,-74.65860349,Removed,1745
Eastern Redcedar,40.34886033,-74.63674915,Alive,1035
Eastern Redcedar,40.34888404,-74.63599129,Alive,1028
Eastern Redcedar,40.34659097,-74.63970522,Alive,593
Eastern Redcedar,40.3465575,-74.6396375,Alive,592
Eastern Redcedar,40.34661814,-74.63966969,Alive,587
Eastern Redcedar,40.34901949,-74.63678307,Alive,149
