Common Name,Latitude,Longitude,Photos,Primary ID,Status,Tree Number,Overall Monetary Benefit,Stormwater Monetary Benefit,Runoff Prevention (Gallons),Property Value Total,Energy Savings,Energy Saved (kWh),Natural Gas Savings,Heat Prevention (Therms),Air Quality Monetary Benefit,Pollutants removed (lb),Carbon Monetary Benefit,Carbon Stored (lb),Carbon Sequestered (lb),Carbon Avoided (lb)
Common Hackberry,40.34066825,-74.65899557,,9177,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34077405,-74.65905592,,9174,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34086196,-74.65912029,,9172,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.3407306,-74.65860799,,9170,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34095038,-74.65867907,,9160,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34102244,-74.65876758,,9157,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34094782,-74.65877697,,9156,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34100251,-74.65881854,,9155,Alive,1,56.2656,0.699733,87.4667,51.8805,0.501644,3.58061,2.65538,1.88592,0.452046,0.0944136,0.0763024,22.845,14.5261,10.7621
Common Hackberry,40.34109246,-74.65887353,,9151,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34048732,-74.65840749,,9145,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34039481,-74.6583686,,9142,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34112211,-74.65881586,,9062,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34016737,-74.6581842,,8986,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34013159,-74.65816543,,8984,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.3411635,-74.65935297,,8981,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34123148,-74.65942003,,8980,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34131274,-74.65949513,,8979,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34140832,-74.65956487,,8978,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34152127,-74.65963192,,8977,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34161276,-74.65970837,,8976,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.34125448,-74.65910755,,8957,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Hackberry,40.34128003,-74.65898417,,8955,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Hackberry,40.3336198,-74.65611219,,6068,Alive,1,117.219,12.2893,1137.89,88.1415,5.05518,79.4839,8.06866,8.89991,1.26225,0.676695,2.40182,320.243,162.878,175.272
Common Hackberry,40.33357328,-74.65603977,,6067,Alive,1,112.772,10.8021,1000.19,86.6217,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Common Hackberry,40.33353597,-74.65597272,,6066,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Common Hackberry,40.33350581,-74.65590432,,6065,Alive,1,121.665,13.7765,1275.6,89.6613,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Common Hackberry,40.3490766,-74.65994469,,2941,Alive,1,41.8438,2.76336,255.866,33.1235,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Common Hackberry,40.34254672,-74.65589611,,1468,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34204691,-74.65555639,,1427,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34259335,-74.65618861,,1382,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34251351,-74.65614202,,1381,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34308691,-74.65652503,,1366,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34340128,-74.65646434,,1335,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34331056,-74.65641804,,1334,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34321245,-74.65637721,,1333,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34313839,-74.65635357,,1332,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34197404,-74.65555651,,1130,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34244096,-74.65610587,,41,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Hackberry,40.34234202,-74.65605124,,40,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Common Horsechestnut,40.33489563,-74.65656146,,9254,Alive,1,105.448,8.6633,1082.91,50.8755,7.42529,53,31.4553,22.3404,6.29011,1.31508,0.738671,221.159,92.9615,159.3
Common Horsechestnut,40.33492527,-74.65664327,,9253,Alive,1,105.448,8.6633,1082.91,50.8755,7.42529,53,31.4553,22.3404,6.29011,1.31508,0.738671,221.159,92.9615,159.3
Common Horsechestnut,40.33987604,-74.65828478,,9201,Alive,1,72.3672,3.56458,445.573,51.6578,2.48762,17.756,12.164,8.63923,2.1922,0.457988,0.300932,90.0995,45.8709,53.3689
Common Horsechestnut,40.34005697,-74.65842962,,9195,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34024454,-74.6585758,,9190,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34043672,-74.65872869,,9184,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34067796,-74.65890303,,9178,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34082107,-74.65861335,,9167,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34091153,-74.65875015,,9164,Alive,1,56.2656,0.699733,87.4667,51.8805,0.501644,3.58061,2.65538,1.88592,0.452046,0.0944136,0.0763024,22.845,14.5261,10.7621
Common Horsechestnut,40.34111086,-74.65876088,,9153,Alive,1,56.2656,0.699733,87.4667,51.8805,0.501644,3.58061,2.65538,1.88592,0.452046,0.0944136,0.0763024,22.845,14.5261,10.7621
Common Horsechestnut,40.34061561,-74.65855502,,9150,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34041781,-74.65835519,,9143,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Horsechestnut,40.3403759,-74.65833373,,9141,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34114459,-74.65876758,,9061,Alive,1,61.3928,1.64483,205.604,51.8172,1.1158,7.96428,5.67471,4.03033,0.990754,0.207034,0.149523,44.7675,25.1924,23.938
Common Horsechestnut,40.34279337,-74.66014959,,8882,Alive,1,176.115,34.8611,4357.64,0.00647655,26.3125,187.812,89.3745,63.4762,23.9874,4.9529,1.57339,471.075,0.0022,564.502
Common Horsechestnut,40.34864095,-74.64945897,,7823,Alive,1,66.5199,2.58992,323.74,51.7538,1.72995,12.3479,8.69403,6.17474,1.52946,0.319654,0.222744,66.6899,35.8586,37.1139
Common Horsechestnut,40.34974786,-74.66457121,,7084,Alive,1,108.325,9.31488,862.489,85.1018,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Common Horsechestnut,40.34893429,-74.65529412,,6787,Alive,1,97.9488,5.26166,487.191,83.3686,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Common Horsechestnut,40.33981879,-74.63537738,,4750,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Horsechestnut,40.33983106,-74.63539749,,4749,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Common Horsechestnut,40.33984435,-74.63541761,image_pg_5c00150151a93.jpg,4748,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Horsechestnut,40.33985662,-74.63543639,image_pg_5c00152888778.jpg,4747,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Common Horsechestnut,40.33986684,-74.63545114,image_pg_5c0013ef59d28.jpg,4746,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Horsechestnut,40.34526496,-74.65759228,,3117,Alive,1,199.675,30.1358,3766.98,40.4319,23.2785,166.156,82.5169,58.6058,21.1227,4.36695,2.18882,655.335,224.872,499.412
Common Horsechestnut,40.34475593,-74.65821154,,2937,Alive,1,125.883,11.9088,1488.6,50.0729,11.4239,81.5412,42.2806,30.0289,9.14269,1.91779,1.05402,315.576,121.934,245.086
Common Horsechestnut,40.34485063,-74.65848279,,367,Alive,1,112.26,9.74512,1218.14,50.6079,8.75817,62.5137,35.0637,24.9032,7.24097,1.51598,0.843788,252.631,102.619,187.896
Common Horsechestnut,40.34489032,-74.65828627,,341,Alive,1,98.6365,7.58147,947.683,51.143,6.09242,43.4862,27.8468,19.7776,5.33925,1.11418,0.633553,189.687,83.3041,130.705
Common Horsechestnut,40.34709437,-74.65482062,,258,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Common Horsechestnut,40.34493353,-74.65814734,,230,Alive,1,112.26,9.74512,1218.14,50.6079,8.75817,62.5137,35.0637,24.9032,7.24097,1.51598,0.843788,252.631,102.619,187.896
Common Horsechestnut,40.34483615,-74.65798573,,228,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Common Lilac,40.3395428,-74.63440105,,5404,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33955813,-74.63442922,,5403,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33957653,-74.63445738,,5402,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33959186,-74.6344775,,5401,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33961026,-74.63450566,,5400,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33961946,-74.63452443,,5399,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33963275,-74.63454455,,5398,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33964502,-74.63456333,,5397,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33965933,-74.63458344,,5396,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.33967466,-74.6346049,,5387,Alive,1,,,,,,,,,,,,,,
Common Lilac,40.34042088,-74.6363537,,4877,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Common Lilac,40.34041679,-74.63636309,,4876,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Common Lilac,40.34041065,-74.63637114,,4875,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Common Pawpaw,40.33957244,-74.63453382,,5383,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Pawpaw,40.33955915,-74.63451371,,5382,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Pawpaw,40.33954382,-74.63448688,,5381,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Pawpaw,40.33952848,-74.63446543,,5380,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Pawpaw,40.33951213,-74.6344386,,5379,Alive,1,86.6025,0.876548,81.1618,84.0352,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Common Pawpaw,40.3402195,-74.63593259,,4838,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Pawpaw,40.3402103,-74.63591918,,4837,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Pawpaw,40.34020008,-74.63590443,,4836,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Pawpaw,40.34023381,-74.63505819,,4708,Alive,1,,,,,,,,,,,,,,
Common Pawpaw,40.34024403,-74.63507563,,4707,Alive,1,,,,,,,,,,,,,,
Common Pawpaw,40.34025426,-74.6350944,,4706,Proposed Site - Medium,1,,,,,,,,,,,,,,
Common Persimmon,40.34022359,-74.63594064,,5646,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Persimmon,40.34025834,-74.6359849,,4854,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Persimmon,40.34025323,-74.63597819,,4853,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Persimmon,40.3402471,-74.6359688,,4852,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Persimmon,40.3402379,-74.63595942,,4851,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Persimmon,40.34023075,-74.63595003,,4850,Alive,1,56.9139,0.269897,24.9905,56.2279,0.130605,2.05354,0.1563,0.172403,0.0166312,0.00962773,0.112552,15.0069,11.4043,4.5283
Common Witchhazel,40.3459785,-74.6559211,,3772,Alive,1,81.9046,19.7293,1826.79,38.3607,7.56701,118.978,10.3775,11.4466,2.37266,1.22797,3.49744,466.325,237.29,262.361
Common Witchhazel,40.34703239,-74.65638116,,2804,Alive,1,41.8438,2.76336,255.866,33.1235,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Common Witchhazel,40.34490353,-74.65684241,,910,Alive,1,36.1813,0.876548,81.1618,33.6141,0.478736,7.5273,0.843201,0.93007,0.0812895,0.046045,0.287484,38.3313,23.651,16.5986
Cornelian Cherry Dogwood,40.34652981,-74.66024414,,9455,Alive,1,196.295,28.9545,3619.31,41.4656,22.52,160.743,80.8026,57.3882,20.4065,4.22047,2.1455,642.365,223.764,483.139
Cornelian Cherry Dogwood,40.34260069,-74.66036282,,8890,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.3425271,-74.66026627,,8887,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34256236,-74.66025151,,8886,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34268707,-74.66003425,,8878,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34268553,-74.65998061,,8877,Alive,1,72.3672,3.56458,445.573,51.6578,2.48762,17.756,12.164,8.63923,2.1922,0.457988,0.300932,90.0995,45.8709,53.3689
Cornelian Cherry Dogwood,40.34274329,-74.65992026,,8876,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34281177,-74.65996586,,8874,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34287924,-74.65988941,,8872,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34295641,-74.65973921,,8854,Alive,1,78.9345,4.5688,571.1,51.5291,3.38882,24.1886,16.0847,11.4238,2.97896,0.622035,0.384088,114.996,55.2292,72.7029
Cornelian Cherry Dogwood,40.34552507,-74.63958107,,8004,Alive,1,170.139,43.4487,4023.03,79.6305,16.5253,259.831,17.7261,19.5522,7.70081,3.76867,5.10789,681.052,235.559,572.959
Cornelian Cherry Dogwood,40.33484042,-74.65708718,,6333,Alive,1,91.529,2.76336,255.866,82.8086,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Cornelian Cherry Dogwood,40.33478318,-74.65686053,,6283,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Cornelian Cherry Dogwood,40.33480413,-74.65689674,,6282,Alive,1,94.49,3.91059,362.092,82.7909,2.12804,33.4598,4.24462,4.68191,0.41778,0.23377,0.998137,133.085,64.7296,73.7828
Cornelian Cherry Dogwood,40.33481384,-74.6569477,,6281,Alive,1,91.529,2.76336,255.866,82.8086,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Cornelian Cherry Dogwood,40.33432263,-74.65597607,,6115,Alive,1,91.529,2.76336,255.866,82.8086,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Cornelian Cherry Dogwood,40.33436097,-74.65598412,,6114,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Cornelian Cherry Dogwood,40.33437477,-74.655964,,6113,Alive,1,104.866,7.96381,737.389,84.5241,3.53903,55.6451,6.39057,7.04895,0.746443,0.412017,1.70235,226.98,114.867,122.704
Cornelian Cherry Dogwood,40.33439266,-74.65600558,,6112,Alive,1,89.0657,1.81995,168.514,83.4219,1.04439,16.4213,2.0607,2.273,0.193975,0.109252,0.524798,69.973,36.7399,36.2109
Cornelian Cherry Dogwood,40.34594119,-74.65589294,,3773,Alive,1,64.3338,12.2893,1137.89,35.2566,5.05518,79.4839,8.06866,8.89991,1.26225,0.676695,2.40182,320.243,162.878,175.272
Cornelian Cherry Dogwood,40.34581358,-74.65581571,,3771,Alive,1,47.9276,5.26166,487.191,33.3474,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Cornelian Cherry Dogwood,40.34582329,-74.6558023,,3770,Alive,1,51.0397,6.61274,612.29,33.5785,3.0687,48.25,5.67525,6.25993,0.636889,0.352601,1.46761,195.682,98.1548,106.397
Cornelian Cherry Dogwood,40.34582482,-74.65583985,,3769,Alive,1,41.8438,2.76336,255.866,33.1235,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
Cornelian Cherry Dogwood,40.34579671,-74.65587203,,3768,Alive,1,117.28,37.5969,3481.2,39.201,13.7026,215.45,15.4725,17.0665,6.28487,3.08496,5.02233,669.644,291.664,475.093
Cornelian Cherry Dogwood,40.3458238,-74.65587337,,3767,Alive,1,47.9276,5.26166,487.191,33.3474,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Cornelian Cherry Dogwood,40.34581613,-74.65590288,,3766,Alive,1,44.8155,3.91059,362.092,33.1163,2.12804,33.4598,4.24462,4.68191,0.41778,0.23377,0.998137,133.085,64.7296,73.7828
Cornelian Cherry Dogwood,40.34574969,-74.65594177,,3763,Alive,1,57.264,9.31488,862.489,34.0407,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Cornelian Cherry Dogwood,40.34577678,-74.65600749,,3762,Alive,1,57.264,9.31488,862.489,34.0407,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Cornelian Cherry Dogwood,40.34790003,-74.66230221,,3755,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Cornelian Cherry Dogwood,40.34796868,-74.66239238,,3754,Alive,1,60.7989,10.8021,1000.19,34.6487,4.53227,71.2621,7.58727,8.36893,1.05912,0.574064,2.16945,289.261,147.229,157.141
Cornelian Cherry Dogwood,40.34799883,-74.66238568,,3753,Alive,1,81.9046,19.7293,1826.79,38.3607,7.56701,118.978,10.3775,11.4466,2.37266,1.22797,3.49744,466.325,237.29,262.361
Cornelian Cherry Dogwood,40.34796254,-74.66207857,,3752,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Cornelian Cherry Dogwood,40.34807443,-74.66206821,,3751,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Cornelian Cherry Dogwood,40.34809129,-74.66208966,,3750,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Cornelian Cherry Dogwood,40.34797736,-74.66204504,,3749,Alive,1,67.8687,13.7765,1275.6,35.8645,5.57809,87.7057,8.55004,9.43088,1.46537,0.779326,2.63419,351.225,178.527,193.402
Cornelian Cherry Dogwood,40.34851968,-74.66099952,,3747,Alive,1,57.264,9.31488,862.489,34.0407,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Cornelian Cherry Dogwood,40.34848953,-74.66097807,,3746,Alive,1,57.264,9.31488,862.489,34.0407,4.00936,63.0403,7.10589,7.83796,0.855998,0.471433,1.93709,258.278,131.58,139.011
Cornelian Cherry Dogwood,40.34219585,-74.65778875,,2995,Alive,1,78.4734,18.238,1688.71,37.6883,7.14681,112.371,9.99418,11.0238,2.07475,1.08722,3.33129,444.172,225.474,247.792
Cornelian Cherry Dogwood,40.34698821,-74.65590922,,2778,Alive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornelian Cherry Dogwood,40.34598644,-74.65607786,,2575,Alive,1,47.9276,5.26166,487.191,33.3474,2.59837,40.8549,4.95994,5.47092,0.527334,0.293186,1.23287,164.383,81.4422,90.0899
Cornelian Cherry Dogwood,40.34811248,-74.65775084,,2372,Alive,1,41.8438,2.76336,255.866,33.1235,1.61005,25.3152,3.27821,3.61593,0.30666,0.172459,0.762111,101.615,49.8289,55.8231
